FED_RESPONSE_ID,SURVEY_TIME,SURVEY_NAME,AT_SITE_ID(1),AT_CREATIVE_ID(2),AT_PLACEMENT_ID(3),AT_DAYS_SINCE_IMPRESSION(4),AT_IMPRESSION_TIME(5),AGE(6),GENDER(7),ZIP(8),STATE(9),ETHNICITY(10),HISPANIC(11),STANDARD_HHI_US(12),STANDARD_EDUCATION(13),STANDARD_EMPLOYMENT(14),STANDARD_INDUSTRY_PERSONAL(15),MS_IS_MOBILE(16),"Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-All-inclusive resort","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Casino trip","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Ocean Cruise","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Theme park(e.g., Disney, Legoland)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Beach vacation","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Activity-based vacation(e.g., fishing, golfing, skiing, hiking, etc.)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-U.S. ""Destination exploration"" (e.g., Grand Canyon, Washington DC, etc.)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-International “Destination exploration” (e.g., London, Italy, etc.)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Trip set up specifically so I could do volunteer work","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Click to writeSpecial Event (e.g., Mardi Gras, Olympics, Music festivals, etc.) Statement 10","Thinking about cruise line companies, which cruise line come to your mind? (If you can't think of...-First cruise line that comes to mind","Thinking about cruise line companies, which cruise line come to your mind? (If you can't think of...-Second cruise line","Thinking about cruise line companies, which cruise line come to your mind? (If you can't think of...-Third cruise line",Take a moment to consider the cruise lines companies listed below.  We understand that you may or...-Holland America Line,"Please indicate whether or not you have seen, heard, or read any advertising in the past month fo...-Holland America Line",How would you describe your experience with cruising?,consider,"Now thinking about your cruise line preferences, if you were going to take a cruise, which of the...-First Choice","Now thinking about your cruise line preferences, if you were going to take a cruise, which of the...-Second Choice",fav,old,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,atttotal,reco,reco.bk
A50AFAA4-8AD3-E511-8111-125BDAFF1DF1,2/14/2016 20:20,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-13T03.09.41.260000,53,1,98901,48,1,1,22,10,1,20,FALSE,2,9,8,3,9,7,8,2,2,2,Holland,Disney,Canival,Somewhat favorable,I think so,I went on a cruise before and I will consider for future vacations,5,1,Carnival,8,5,0,0,1,1,0,0,0,1,1,1,5,8,18,0,5
DF3682EB-DFD3-E511-8111-125BDAFF1DF1,2/15/2016 6:30,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-14T18.02.37.405000,53,2,8844,31,1,1,27,8,1,20,FALSE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,3,3,4,0 - Definitely will not consider,0 - Definitely will not consider,1,Carnival,0,0,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will not consider for future vacations,1,Norwegian ,1,4,3,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3
C9D4416C-E6D3-E511-8111-125BDAFF1DF1,2/15/2016 7:17,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T13.02.52.592000,55,2,24551,47,1,1,27,4,2,50,FALSE,3,0 - Definitely will not consider,0 - Definitely will not consider,2,2,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,none,0,0,Absolutely no opinion,I don't think so,I went on a cruise before and I will not consider for future vacations,0,Princess,1,5,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0
2CA8C2D2-E6D3-E511-8111-125BDAFF1DF1,2/15/2016 7:20,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,4,2016-02-11T12.26.14.372000,60,1,30736,11,1,1,21,6,1,16,FALSE,5,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,10 - Definitely will consider,0 - Definitely will not consider,10 - Definitely will consider,8,0 - Definitely will not consider,5,none,0,0,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will not consider for future vacations,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
221DD9BC-E7D3-E511-8111-125BDAFF1DF1,2/15/2016 7:26,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T13.20.00.416000,50,1,11758,33,1,1,21,8,1,20,FALSE,9,7,10 - Definitely will consider,9,10 - Definitely will consider,9,5,8,0 - Definitely will not consider,8,Norwegian ,Carnival ,Disney ,Very unfavorable,I don't think so,I have not been on a cruise before and I will consider for future vacations,9,Norwegian ,1,10,10,1,1,0,0,1,1,0,0,0,1,9,10,24,1,10
5852C00E-F0D3-E511-8111-125BDAFF1DF1,2/15/2016 8:26,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T13.47.11.486000,61,2,21403,21,1,1,21,10,2,50,FALSE,5,0 - Definitely will not consider,4,2,9,10 - Definitely will consider,5,10 - Definitely will consider,6,6,Windstar,Carnival,Azamara,0,I don't think so,I have not been on a cruise before and I will consider for future vacations,6,Royal Caribbean,Norwegian ,4,4,0,0,0,0,0,0,0,0,0,0,6,4,10,0,4
6ACCFF70-F7D3-E511-8111-125BDAFF1DF1,2/15/2016 9:19,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-12T18.17.34.333000,81,2,16801,39,1,1,27,8,9,20,TRUE,3,0 - Definitely will not consider,5,0 - Definitely will not consider,5,0 - Definitely will not consider,10 - Definitely will consider,3,3,8,Hurtigrutian,Holland America ,Norwegian ,Somewhat favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,5,Norwegian ,1,8,6,0,0,0,0,0,0,1,0,1,1,5,8,16,0,6
C51D4B0F-F9D3-E511-8111-125BDAFF1DF1,2/15/2016 9:30,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-13T20.54.41.277000,50,2,65807,26,1,1,22,4,8,49,FALSE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,1,9,4,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,Carnival,0,0,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will consider for future vacations,8,1,Norwegian ,7,5,1,1,1,1,1,1,1,1,1,1,8,7,25,0,5
76BC38B8-01D4-E511-8111-125BDAFF1DF1,2/15/2016 10:32,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T16.10.25.216000,57,2,95206,5,1,1,21,6,1,12,FALSE,9,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,9,9,PRINCESS,CARNIVAL,ROYALCARIABIAN,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,9,Princess,Norwegian ,9,10,1,1,1,0,1,1,0,0,0,0,9,9,23,1,10
DC78FA62-04D4-E511-8111-125BDAFF1DF1,2/15/2016 10:51,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T13.59.49.150000,57,1,90803,5,1,1,24,4,1,45,TRUE,8,0 - Definitely will not consider,5,7,9,6,8,8,0 - Definitely will not consider,0 - Definitely will not consider,Princess,Carnival,Disney,Absolutely no opinion,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will consider for future vacations,8,Royal Caribbean,Princess,6,8,0,0,1,0,0,0,0,0,0,0,8,6,15,1,8
EB38643C-0ED4-E511-8111-125BDAFF1DF1,2/15/2016 12:02,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T17.09.02.543000,53,2,27514,34,1,1,21,8,1,20,FALSE,6,0 - Definitely will not consider,10 - Definitely will consider,0 - Definitely will not consider,8,2,5,9,1,0 - Definitely will not consider,moorings,disney,royal carribean,Very favorable,I don't think so,I went on a cruise before and I will consider for future vacations,9,1,Royal Caribbean,9,5,1,1,1,1,1,1,1,1,1,1,9,9,28,0,5
DEEB0D2B-1ED4-E511-8111-125BDAFF1DF1,2/15/2016 13:56,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T08.40.57.562000,64,2,33024,10,1,1,22,8,3,40,FALSE,9,9,10 - Definitely will consider,10 - Definitely will consider,9,4,10 - Definitely will consider,4,2,2,RCCL,Celebrity,Princess,Absolutely no opinion,I don't think so,I went on a cruise before and I will consider for future vacations,5,Royal Caribbean,Celebrity,5,5,0,0,0,0,0,0,0,0,0,0,5,5,10,0,5
DB17FC4E-1ED4-E511-8111-125BDAFF1DF1,2/15/2016 13:57,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,12,2016-02-03T13.57.20.341000,64,1,60031,14,1,1,21,8,1,45,FALSE,10 - Definitely will consider,0 - Definitely will not consider,9,2,8,7,9,5,5,1,Carnival,Princess,0,Absolutely no opinion,I think so,I went on a cruise before and I will consider for future vacations,8,Carnival,Royal Caribbean,7,8,1,0,1,1,1,1,1,0,1,0,8,7,22,1,8
9E8EA35A-26D4-E511-8111-125BDAFF1DF1,2/15/2016 14:54,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T13.09.48.012000,55,1,32244,10,1,1,22,8,1,16,FALSE,10 - Definitely will consider,8,9,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,disney,star,crib,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,Royal Caribbean,Norwegian ,10,10,1,1,1,1,1,1,1,1,1,1,10,10,30,1,10
E7B845D9-2AD4-E511-8111-125BDAFF1DF1,2/15/2016 15:27,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T16.07.27.591000,60,2,2472,22,2,1,27,6,3,27,TRUE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,7,7,0 - Definitely will not consider,0 - Definitely will not consider,Norwegian Cruises ,Carnival Cruises ,0,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will consider for future vacations,6,Carnival,Norwegian ,7,6,0,0,0,0,0,1,0,1,0,0,6,7,15,0,6
E0F14AEF-2DD4-E511-8111-125BDAFF1DF1,2/15/2016 15:49,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-02-07T17.48.03.729000,57,2,63301,26,16,15,27,10,12,30,FALSE,1,0 - Definitely will not consider,1,9,1,8,8,1,4,5,None,None,None,Somewhat favorable,I don't think so,I went on a cruise before and I will not consider for future vacations,4,Norwegian ,Princess,5,6,0,0,0,0,0,0,0,0,0,0,4,5,9,0,6
C53CABDA-2FD4-E511-8111-125BDAFF1DF1,2/15/2016 16:02,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-13T21.26.35.329000,75,1,10469,33,1,1,24,10,9,20,FALSE,5,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,7,1,10 - Definitely will consider,10 - Definitely will consider,5,10 - Definitely will consider,Carnival,Oceanic,Disney,Somewhat favorable,I think so,I went on a cruise before and I will consider for future vacations,9,Carnival,Royal Caribbean,9,10,1,1,0,0,0,1,1,0,0,1,9,9,23,1,10
4CDF7C15-33D4-E511-8111-125BDAFF1DF1,2/15/2016 16:26,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-15T20.28.14.710000,52,2,46383,15,16,1,27,8,1,21,FALSE,8,1,3,1,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,5,2,2,Carnival,Norweign,Princess,Absolutely no opinion,I don't think so,I went on a cruise before and I will consider for future vacations,7,Celebrity,Royal Caribbean,5,5,0,0,0,0,0,0,0,0,0,0,7,5,12,0,5
83C1E921-37D4-E511-8111-125BDAFF1DF1,2/15/2016 16:55,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T10.29.18.673000,50,2,60067,14,1,1,21,8,1,30,FALSE,10 - Definitely will consider,4,7,7,10 - Definitely will consider,6,5,8,7,9,NCL,Princess,Royal Carribbean,Somewhat favorable,I have never even seen or heard of this cruise line,I went on a cruise before and I will consider for future vacations,5,Norwegian ,Princess,5,5,1,0,0,1,1,1,1,1,1,0,5,5,17,0,5
AAE7A99F-37D4-E511-8111-125BDAFF1DF1,2/15/2016 16:58,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-13T21.45.06.608000,56,1,64131,26,1,1,24,8,3,16,FALSE,10 - Definitely will consider,8,5,0 - Definitely will not consider,9,2,6,3,3,1,carnival,royal,celebrity,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,7,Royal Caribbean,Celebrity,7,0,1,1,1,1,0,1,0,1,1,0,7,7,21,0,0
7602161E-3CD4-E511-8111-125BDAFF1DF1,2/15/2016 17:30,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-13T05.41.09.844000,54,2,67846,17,15,2,27,7,1,42,FALSE,6,7,0 - Definitely will not consider,0 - Definitely will not consider,7,9,9,6,3,6,Princess,none,none,Somewhat favorable,I don't think so,I have not been on a cruise before and I will not consider for future vacations,3,Norwegian ,1,5,0,1,1,1,1,1,1,1,0,0,0,3,5,15,0,0
D02DCF2B-3DD4-E511-8111-125BDAFF1DF1,2/15/2016 17:38,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-02-12T21.57.42.892000,63,2,14450,33,1,1,21,10,1,27,FALSE,5,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,8,0 - Definitely will not consider,5,10 - Definitely will consider,5,carnival,0,0,Very unfavorable,I don't think so,I have not been on a cruise before and I will not consider for future vacations,1,Oceania,Princess,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1
0786E045-42D4-E511-8111-125BDAFF1DF1,2/15/2016 18:14,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-16T00.02.26.598000,63,2,60102,14,1,1,24,9,3,45,FALSE,10 - Definitely will consider,4,6,10 - Definitely will consider,5,8,10 - Definitely will consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,holland america,royal carribean,0,Very favorable,I think so,I went on a cruise before and I will consider for future vacations,10,Royal Caribbean,1,10,9,1,1,1,1,1,1,1,0,1,1,10,10,29,1,9
C4EAADC3-42D4-E511-8111-125BDAFF1DF1,2/15/2016 18:18,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T20.06.54.020000,73,1,90077,5,1,1,22,9,4,50,FALSE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,8,5,5,8,0 - Definitely will not consider,1,windstar,princess,holland,Somewhat favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will not consider for future vacations,1,Oceania,Norwegian ,7,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,0
FD9E448B-44D4-E511-8111-125BDAFF1DF1,2/15/2016 18:31,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T16.26.57.918000,52,1,91784,5,2,1,23,10,1,44,FALSE,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,royal,disney,norwegian,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,Royal Caribbean,Norwegian ,10,10,0,0,1,1,0,1,1,0,1,1,10,10,26,1,10
737A1E18-47D4-E511-8111-125BDAFF1DF1,2/15/2016 18:49,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-13T17.49.04.628000,48,2,12206,33,1,2,26,8,1,28,TRUE,5,3,4,10 - Definitely will consider,6,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,7,8,Princess,Disney,Royal,Somewhat favorable,"Yes, I have seen or heard of it",I have not been on a cruise before and I will consider for future vacations,8,Royal Caribbean,1,8,8,1,1,1,1,1,1,1,1,1,1,8,8,26,1,8
AF55FE53-47D4-E511-8111-125BDAFF1DF1,2/15/2016 18:50,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-02-12T23.35.48.638000,50,1,80906,6,1,1,21,7,2,20,FALSE,9,0 - Definitely will not consider,9,10 - Definitely will consider,9,9,7,10 - Definitely will consider,5,7,Princess,Royal Caribbean ,Disney,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,Celebrity,Celebrity,9,10,0,0,0,1,0,1,0,0,0,0,10,9,21,1,10
F1F84C96-53D4-E511-8111-125BDAFF1DF1,2/15/2016 20:18,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-02-07T13.36.48.131000,60,2,75042,44,1,1,21,7,1,27,FALSE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,carnival,0,0,Absolutely no opinion,"Yes, I have seen or heard of it",I have not been on a cruise before and I will consider for future vacations,5,Norwegian ,Royal Caribbean,5,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0
BA7986A8-57D4-E511-8111-125BDAFF1DF1,2/15/2016 20:47,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,14,2016-02-02T01.53.56.771000,51,2,31088,11,1,1,21,5,1,5,FALSE,6,1,8,10 - Definitely will consider,8,2,8,5,1,1,Disney,Princess,Carnival,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,4,Royal Caribbean,Princess,7,7,0,0,0,0,0,1,0,0,0,0,4,7,12,0,7
BD9ABEB9-5AD4-E511-8111-125BDAFF1DF1,2/15/2016 21:09,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,6,2016-02-09T04.09.44.026000,62,2,32137,10,1,1,21,11,2,20,TRUE,8,6,10 - Definitely will consider,10 - Definitely will consider,7,9,10 - Definitely will consider,3,10 - Definitely will consider,9,Royal Caribbean,Princess,Carnival,Somewhat unfavorable,I don't think so,I went on a cruise before and I will consider for future vacations,8,Royal Caribbean,Princess,7,7,0,0,0,0,0,0,0,0,0,0,8,7,15,0,7
273B0197-5ED4-E511-8111-125BDAFF1DF1,2/15/2016 21:37,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,14,2016-02-01T12.39.11.453000,47,1,1701,22,1,1,27,4,2,50,FALSE,2,10 - Definitely will consider,2,10 - Definitely will consider,0 - Definitely will not consider,6,8,9,5,10 - Definitely will consider,0,0,0,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will consider for future vacations,7,Princess,Carnival,3,1,0,0,0,0,0,0,0,0,0,0,7,3,10,0,1
B918FA40-63D4-E511-8111-125BDAFF1DF1,2/15/2016 22:10,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-13T10.18.34.177000,61,2,99603,2,1,1,21,11,1,34,FALSE,5,5,5,8,9,10 - Definitely will consider,9,8,9,10 - Definitely will consider,Norweign,Princess,Carnival,Somewhat favorable,I don't think so,I have not been on a cruise before and I will consider for future vacations,9,Norwegian ,1,9,10,0,0,0,0,0,0,0,0,0,0,9,9,18,1,10
AD7000AB-7ED4-E511-8111-125BDAFF1DF1,2/16/2016 1:27,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-02-14T09.57.48.203000,50,1,10583,33,1,1,23,8,3,42,FALSE,8,10 - Definitely will consider,6,5,9,10 - Definitely will consider,9,10 - Definitely will consider,5,7,Hollan America,Carnival,Princess,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,1,Norwegian ,10,10,0,0,1,0,0,0,0,0,0,0,10,10,21,1,10
A5ADE214-8BD4-E511-8111-125BDAFF1DF1,2/16/2016 2:56,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,11,2016-02-05T05.18.53.601000,57,2,92344,5,1,1,21,8,1,44,FALSE,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,3,10 - Definitely will consider,Norweigan,Disney,Princess,Very favorable,"Yes, I have seen or heard of it",I have not been on a cruise before and I will consider for future vacations,10,Royal Caribbean,Norwegian ,10,10,1,1,1,1,1,1,1,1,1,1,10,10,30,1,10
281BD519-B4D4-E511-8111-125BDAFF1DF1,2/16/2016 7:49,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-16T07.07.22.279000,46,2,99224,48,1,1,22,6,1,27,FALSE,7,3,7,7,7,7,7,7,5,7,royal caribbean,princess,norweigan,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,7,Royal Caribbean,Celebrity,8,7,0,1,0,0,0,0,1,0,1,1,7,8,19,0,7
3F5EE849-B4D4-E511-8111-125BDAFF1DF1,2/16/2016 7:50,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-16T11.38.59.684000,47,2,45681,36,1,1,21,8,1,20,FALSE,7,8,8,5,9,5,5,0 - Definitely will not consider,3,5,Carnival,0,0,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will consider for future vacations,9,Carnival,Royal Caribbean,5,5,1,0,0,0,1,1,0,1,1,1,9,5,20,0,5
7D77A066-C0D4-E511-8111-125BDAFF1DF1,2/16/2016 9:17,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-02-12T17.46.06.676000,48,2,32765,10,1,1,22,6,1,16,FALSE,10 - Definitely will consider,8,8,7,6,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,3,3,Disney,Royal Carribean,Carnival,Absolutely no opinion,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,4,Royal Caribbean,Princess,5,5,0,0,0,0,0,1,0,0,0,0,4,5,10,0,5
F2C4B9CF-C2D4-E511-8111-125BDAFF1DF1,2/16/2016 9:34,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-16T15.15.50.037000,49,2,36092,1,1,15,27,4,1,33,FALSE,3,0 - Definitely will not consider,4,4,8,8,9,0 - Definitely will not consider,3,1,Carnival,Disney,none,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will consider for future vacations,2,Carnival,Royal Caribbean,5,5,0,0,0,0,0,0,0,0,0,0,2,5,7,0,5
479EC7DC-C6D4-E511-8111-125BDAFF1DF1,2/16/2016 10:03,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-02-14T00.38.29.707000,49,2,19365,39,1,1,27,10,8,13,FALSE,7,2,6,9,9,7,8,9,2,9,princess,disney,Royal caribean,Absolutely no opinion,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,5,Norwegian ,Royal Caribbean,8,6,0,0,0,0,0,0,0,0,0,0,5,8,13,0,6
3063387F-CFD4-E511-8111-125BDAFF1DF1,2/16/2016 11:05,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,5,2016-02-10T22.15.44.037000,62,1,22901,47,3,1,27,11,1,17,FALSE,2,10 - Definitely will consider,0 - Definitely will not consider,4,7,8,10 - Definitely will consider,0 - Definitely will not consider,0 - Definitely will not consider,10 - Definitely will consider,carribean,carnival,0,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will not consider for future vacations,5,Royal Caribbean,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0
9DE0E4EB-D3D4-E511-8111-125BDAFF1DF1,2/16/2016 11:37,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-02-07T20.33.57.162000,51,1,32824,10,1,1,25,8,3,16,FALSE,5,1,1,8,7,4,7,9,0 - Definitely will not consider,7,disney,carnivale,norweigion,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I went on a cruise before and I will consider for future vacations,10,Celebrity,Norwegian ,5,2,0,0,0,0,0,0,0,0,0,0,10,5,15,0,2
18ACAE2D-D4D4-E511-8111-125BDAFF1DF1,2/16/2016 11:39,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,11,2016-02-05T14.49.08.288000,54,1,49424,23,1,1,21,10,1,5,FALSE,2,0 - Definitely will not consider,2,1,1,7,9,10 - Definitely will consider,1,1,Celebrity,Cunard,Norweigan,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,7,Celebrity,Royal Caribbean,6,4,1,1,1,1,0,1,0,1,1,0,7,6,20,0,4
7FBD56E2-D8D4-E511-8111-125BDAFF1DF1,2/16/2016 12:12,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,11,2016-02-04T18.47.39.308000,56,1,18020,39,1,1,22,8,1,50,FALSE,10 - Definitely will consider,0 - Definitely will not consider,10 - Definitely will consider,1,10 - Definitely will consider,10 - Definitely will consider,0 - Definitely will not consider,5,0 - Definitely will not consider,0 - Definitely will not consider,royal caribbean,holland american,norweign,Somewhat favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,Royal Caribbean,Norwegian ,10,10,1,1,1,1,1,1,1,0,1,1,10,10,29,1,10
FCC90D73-DAD4-E511-8111-125BDAFF1DF1,2/16/2016 12:24,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-16T12.32.41.864000,50,2,22207,47,1,1,21,5,1,26,FALSE,5,0 - Definitely will not consider,1,1,4,5,6,9,4,0 - Definitely will not consider,HOLLAND,Norwegian,Carnial,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will not consider for future vacations,5,Norwegian ,1,5,5,0,1,0,0,0,0,0,0,0,0,5,5,11,0,5
07E20E16-DCD4-E511-8111-125BDAFF1DF1,2/16/2016 12:35,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-02-16T02.05.12.973000,50,2,98053,48,1,1,27,8,1,15,FALSE,2,1,4,4,1,3,7,7,1,1,Holland America,0,0,Absolutely no opinion,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,7,1,Royal Caribbean,7,7,1,1,1,1,1,1,1,1,1,1,7,7,24,0,7
